unique_id,filename,drive_path,drive_url,estimated_date,date_confidence,era,family_grouping,people_visible,event,theme,technical_score,emotional_score,story_score,uniqueness_score,hero_score,candidate_status,notes
P112,IMG_1109.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1SZV_sj9wVQGJoK2pc--owwjyT_hSwcWe/view?usp=drivesdk,2015-01-11,HIGH,2013-2016 FAMILY GROWING,Family of three,"father, mother, toddler daughter","At home, couch",Everyday life; Fatherhood; Humor,6,8,8,8,7,STRONG_CANDIDATE,"Toddler face fills frame, dad grinning underneath, mom leaning in. Unposed and alive - exactly the everyday register the film needs."
P120,IMG_1884.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/186efZHr3lPxbMLhQxOYe4Jco7-Lo_IWF/view?usp=drivesdk,2016-08-06,HIGH,2016-2020 FAMILY OF FIVE,Family of three,"father, mother, young daughter",Formal event at home before going out,Humor; Chaos; Everyday life,5,7,9,9,6,STRONG_CANDIDATE,"Parents dressed formally, small daughter photobombing at knee height. Funny and true - a strong Chapter 5 candidate."
P240,IMG_0401.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1JY3lQg-5Y23xm3vY_kxuVLg6fkCqzOWT/view?usp=drivesdk,2021,MEDIUM,2020-2023 THE CHAOS YEARS,Father + daughters,"Father laughing in the foreground with all three daughters behind him, the baby wide-mouthed with laughter at bottom","Arm's-length selfie on the couch at home, everyone laughing at once",Fatherhood; Sisterhood; Home; Humor; Family of five,5,9,7,6,8,STRONG_CANDIDATE,"Four open-mouthed laughs in one frame, the baby's the biggest of them. Soft, slightly washed-out phone image, but the feeling is completely unforced."
P004,808237465.054914.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1P9NWlt7zpYPDkYxU7_EDEIa74oqplID7/view?usp=drivesdk,2000,HIGH,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple on the sports field, facing each other; her back to camera in a white jersey numbered 11, he in a white t-shirt pulling a face","Joking around on the sideline of her lacrosse game, teams lined up in the background",Young love; Sports; Humor,5,7,8,8,7,STRONG_CANDIDATE,Hard-dated 23 April 2000 and completely unposed - he is gurning at her mid-conversation with her number 11 filling the frame. Same day as S006.
P337,IMG_1537.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Aim5weCBGCz6Jt1rl1YVAiEGxLEzc6IX/view?usp=drivesdk,2025-05-11,HIGH,2023-2026 TODAY,Mother + daughters,"The mother reclining in a patio chair reading a handmade card, with a young daughter in a swimsuit beside her, mouth open mid-shout",Mother reading a card from her daughter on the back porch while the girl reacts,Motherhood; Home; Everyday life; Humor,5,8,7,8,7,STRONG_CANDIDATE,"Wholly unposed: the mother is actually reading the card while the daughter yells something at her from a foot away. Dim porch light and awkward framing, but the moment is real."
P249,IMG_2645.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1XcMf5XslJOREwqobHb1GKnw6BXqF7ydo/view?usp=drivesdk,2021-11-05,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,Father in a black 'Ken' T-shirt with three daughters in Barbie-print tops crowded around him in a kitchen,"A Barbie-themed party, apparently a birthday, at home",Fatherhood; Humor; Milestones; Home,6,8,7,7,7,STRONG_CANDIDATE,The dad wearing a 'Ken' shirt to his daughters' Barbie party is the whole joke and it lands; the toddler is pressed into the middle of the huddle. Kitchen clutter visible at the edges.
P145,IMG_0765.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ooD1fx2szJwIaOA_OqwgQsUw39o6--VZ/view?usp=drivesdk,2018-05-26,HIGH,2016-2020 FAMILY OF FIVE,Father + daughters,"Father lying back in shallow pool water lifting the toddler daughter overhead; two other figures, one appearing to be the older daughter, are in the water behind them",Play in a shallow pool - the father launching the toddler into the air,Fatherhood; Vacations; Adventure; Humor,6,8,6,8,7,STRONG_CANDIDATE,Unusual overhead-into-water composition; the child is mid-air with legs kicking. The background figures are too small to identify with certainty.
P151,IMG_1562.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ijrZ-j9U5E6eq54hnjxPzCZloCkhYnfd/view?usp=drivesdk,2018-2019,LOW,2016-2020 FAMILY OF FIVE,Father + daughters,"father in a beanie and a young girl in a red crocheted hat, both sticking their tongues out in a selfie","father-daughter clowning selfie, outdoors in winter clothing",Fatherhood; Humor; Everyday life,5,8,7,7,7,STRONG_CANDIDATE,Both of them pulling the same face at arm's length - the relationship is the whole photo. Awkward selfie crop and blown-out background.
P154,IMG_1428.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1mjW6ayt5QA_drkSQsoNMpCZPB_3d3vsi/view?usp=drivesdk,2018,MEDIUM,2016-2020 FAMILY OF FIVE,Extended family,"father with a girl on his shoulders, a woman in an elf costume, a man dressed as Santa, and a woman holding a small child",an in-home Santa visit - Santa and an elf posing with the family by the fireplace and tree,Holidays; Parenthood; Home; Humor,5,7,8,8,6,STRONG_CANDIDATE,"A hired Santa and elf standing in the living room with the family - an unusual, very datable holiday ritual. Busy, dim room and a bit of a lineup composition."
P168,IMG_1236.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1CDJJ6E5hGlvRLlSlA8c7xXvCzFhxy9it/view?usp=drivesdk,2019,MEDIUM,2016-2020 FAMILY OF FIVE,Family of four,"Mother, father in a flat cap, and two young daughters in matching pyjamas at a party table; a shop worker in a red apron and other guests behind","Birthday party at a doughnut shop, one daughter balancing a doughnut on her head while the other reaches for the whipped cream",Holidays; Milestones; Humor; Family of four,5,8,7,7,7,STRONG_CANDIDATE,"A doughnut is balanced on one daughter's head and her mouth is wide open with glee while the other reaches into the cream. Balloon tablecloth, doughnut cake stacks, both parents laughing behind them."
P385,IMG_5893.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/16JwqfSlHpElZ7GZRNqHymt7sDnB7dM_S/view?usp=drivesdk,2026-04-26,HIGH,2023-2026 TODAY,Individual daughter,"One daughter lying spread-eagle on the grass holding a lacrosse stick, above the letters A E C spelled out on the field in lacrosse balls","Goofing on the field after practice, having spelled out initials with the ball bucket",Sports; Humor; Everyday life,7,7,6,9,7,STRONG_CANDIDATE,Overhead composition with the balls spelling initials and the girl flopped starfish-style above them; the most inventive single frame in the sports run.
P407,IMG_7635.jpg,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1aKKopvDyUxF3X9TKhHYxvtILC-r57xeH/view?usp=drivesdk,2026-07-30,HIGH,2023-2026 TODAY,Sisters,"The two younger daughters in matching grey camp shirts and stick-on bear ears, each holding a basketball, with face paint on their noses","Basketball camp in a school gym, the two of them mugging with balls held up",Sisterhood; Sports; Humor,7,8,6,7,7,STRONG_CANDIDATE,"Bear ears, painted noses and two enormous grins in an empty green-and-gold gym. Genuinely funny and clearly a camp day rather than a posed portrait."
P042,808238145.141681.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1AfvYRWI2iTUJNYYkuv7Q-4Dm0Tv8nlx-/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,On a couch at a gathering,Young love; Friendship; Humor,5,8,7,7,6,STRONG_CANDIDATE,"Piled together laughing on a couch, drinks in hand. The college years exactly as they were."
P057,808239196.086460.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1v0iot5z2fYcXflQAJGJFR-lvfXrXi-yj/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The father in a white tank and the mother in a pale tank top,Sprawled together laughing in the back seat of a car,Young love; Humor; Everyday life,3,8,7,7,7,HERO_COUPLE,"COUPLE ALONE, completely unposed and laughing in a car back seat - very high emotional value. Faded, colour-shifted print with a blown-out flash."
P316,IMG_7265.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/179Ey9FpTMLCtNF_zM2K2AAvn6TCXZEzX/view?usp=drivesdk,2024-12-08,HIGH,2023-2026 TODAY,Other,"The mother in a Santa hat and a young daughter in white dragging a cut fir tree toward camera, the father at right holding the saw aloft, and one more person behind them",Cutting down a Christmas tree at a tree farm and hauling it out of the rows,Holidays; Adventure; Everyday life; Humor,6,7,7,7,7,STRONG_CANDIDATE,"Mid-action frame: the tree is down and being dragged, the father is brandishing the saw like a trophy. A fourth figure behind the tree is too obscured to identify."
P363,IMG_5783.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1hAdk4xTOZhTkx9JpzpLGrQrRwkjq3pol/view?usp=drivesdk,2025-10-31,HIGH,2023-2026 TODAY,Family of five,"The whole family in Halloween costumes indoors: the father in a football uniform with face paint, the mother in a patterned outfit with a red headband, and the three daughters costumed, the youngest wearing a sash and carrying a trick-or-treat bag","Halloween night, posed in costume before trick-or-treating",Holidays; Family of five; Humor; Home,6,7,7,7,7,STRONG_CANDIDATE,"All five in costume in one hallway frame, dad committed all the way to face paint; the annual Halloween lineup with everyone still willing to participate."
P237,image000000.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/17GUtB2npF7ag-i7u-drwRWXbuU67ncyK/view?usp=drivesdk,2021-2024,LOW,UNKNOWN,Couple,mother and father in costume posing together in a living room beside a decorated Christmas tree,"a costume or themed party at home in December - COUPLE ALONE, both mugging for the camera",Humor; Marriage; Holidays; Growing together,5,7,7,8,6,STRONG_CANDIDATE,"COUPLE ALONE - the two of them in matching daft costumes in front of their own Christmas tree, clearly enjoying themselves. Ordinary indoor phone exposure but a rare, funny frame of the parents off duty."
P073,808239442.755591.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/12YTbPK4gSIfY4xs1WpeG9wPYfE6Enx4K/view?usp=drivesdk,2007-2009,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Couple,"The father in a Titans #33 jersey and a long dreadlock wig, with the mother in a referee's striped shirt","Halloween costume party outside a brick bar, red cup in hand",Humor; Friendship; Young love,5,7,6,8,7,STRONG_CANDIDATE,"COUPLE ALONE in Halloween costumes; the burned-in stamp gives 10.27 but the year digits are unreadable at scan resolution. Funny, distinctive and well lit."
P215,IMG_2012.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1T3Oai9wHUZwhE4OU_EqB5dHeLMfIClfM/view?usp=drivesdk,2020-06-10,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,Two daughters leaning over a car seat back with their faces close to the lens; the father grinning between the headrests behind them,"Goofing around in the car, faces crammed into a selfie",Humor; Chaos; Everyday life; Fatherhood,4,8,6,8,6,STRONG_CANDIDATE,"A grey headrest blocks the bottom third and the exposure is flat, but the squeezed-shut eyes and the father's grin behind make it genuinely funny. Keep despite the technical mess."
P358,IMG_0686.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ZiLnYkm1Y2-pb_5hlsG3m1uWTTgB8KuU/view?usp=drivesdk,2025-10-08,HIGH,2023-2026 TODAY,Father + daughters,"The father and all three daughters at a dining table under HAPPY B-DAY balloons, the girls wearing hair towels and robes, a plate of pastries in front of them","A birthday morning at home — spa-style hair towels, robes and a pastry on the table under the balloon letters",Milestones; Fatherhood; Home; Humor,6,7,7,7,6,CANDIDATE,Dad squeezed in among three girls in towel-turbans; the domestic silliness of a birthday-morning routine reads clearly.
P081,808239347.782889.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1kBIrcfgSYXzwWHn1gbCXRewputQQtBCD/view?usp=drivesdk,2007,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,"The father in a red tee, sunglasses and a green 'GOT BEER?' novelty hat, with the mother in a green striped top and green beads","St. Patrick's Day, the two of them squeezed together indoors in green gear",Young love; Humor; Friendship,3,7,7,7,7,HERO_COUPLE,"COUPLE ALONE, hard-dated by a burned-in stamp reading 03.17.2007 - the single cleanest date/occasion match in the batch. Very heavy red flash cast."
P188,IMG_1168.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/18FTBZkSu0776k9H791HnNLwuPEVCIEEV/view?usp=drivesdk,2019-09-05,HIGH,2016-2020 FAMILY OF FIVE,Individual daughter,"The older daughter alone, jumping with arms flung wide, backpack on, beside the 'first day' sign",First day of school - the older daughter leaping in the driveway,School; Milestones; Humor; Growing older,5,7,7,7,6,STRONG_CANDIDATE,"Caught mid-jump with both feet off the pavement, which sells the excitement better than the posed frames from the same morning. Distant framing, motion-soft."
P208,IMG_1933.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Oknnzk-GBeJfsMHI0-EaK7i9DCWXiqSo/view?usp=drivesdk,2020-05-18,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,"Father balancing on one leg in the living room following a video on the TV, with both daughters copying the pose behind him","Following an exercise or dance video at home, all three mid-pose in front of the television",Fatherhood; Home; Humor; Everyday life; Chaos,5,7,7,7,6,STRONG_CANDIDATE,"Furniture pushed aside and a screen-led workout in the living room - very much spring 2020 at home. Motion blur on the girls, which suits it."
P051,808238340.621161.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1bCcTzpEO-zeOSOqQ9DbuymmMSGqsBCWl/view?usp=drivesdk,2003-2007,LOW,2003-2006 BEFORE WE WERE MARRIED,Friends,young man singing,Karaoke / singing with a microphone,Humor; Friendship,5,7,6,8,6,CANDIDATE,"Mid-song with a microphone, entirely committed. Good comic beat for Chapter 5's tone even though it predates the marriage."
P248,IMG_2606.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1-JfQS5hkkgtWS8WAXWG6KQ4HhCRtvfJj/view?usp=drivesdk,2021-10-31,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Father holding the youngest daughter, mother beside him, and two daughters in cheerleader costumes, in front of a house and minivan; the adults in matching team outfits",Halloween in coordinated sports-team costumes before trick-or-treating,Holidays; Humor; Family of five,6,7,7,6,6,CANDIDATE,"A whole-family themed costume in the driveway, plastic pumpkin buckets already in hand. Snapshot lighting but the group coordination is the point."
P158,IMG_1468.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1xmxwOzJ8F3v7kJXhkACKHTtiaQS0Oq_w/view?usp=drivesdk,2018-2020,LOW,2016-2020 FAMILY OF FIVE,Individual daughter,"one girl, about 3, sitting cross-legged on the carpet surrounded by scattered board games and papers",a child has emptied every board game box across the family room floor,Chaos; Home; Everyday life; Humor,4,6,8,7,5,STRONG_CANDIDATE,"The wreckage of a dozen game boxes with one small culprit sitting calmly in the middle of it. Wide, plain snapshot but the story is complete in one glance."
P017,808237780.795335.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1YN5P8jpfzA9RPcmCK-SM4wcZ7r7cXRh2/view?usp=drivesdk,2001-2004,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple in a car, both in white caps; she wearing glasses at the wheel, he leaning into frame from below",About to drive somewhere; self-taken arm's-length snapshot in the car,Young love; Everyday life; Humor,4,7,6,7,6,CANDIDATE,"An arm's-length selfie taken on film, which is itself a period marker - they had to pay to find out it worked. Both grinning straight down the lens."
P116,IMG_1841 (1).JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1B-EABuIjAqjoAimvM6qqNSDrZCNiAu3s/view?usp=drivesdk,2015-08-15,HIGH,2013-2016 FAMILY GROWING,Couple,"father, mother",30th birthday party (30 balloons),Milestones; Growing older; Humor,6,6,7,7,5,CANDIDATE,Backyard party with 30 balloons and inflatable palms. Useful as a dated marker and for the growing-older thread.
P144,IMG_0759.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1N44W-K3Zbn_C7C9V6RPvipumTCi_VdwJ/view?usp=drivesdk,2018-05-24,HIGH,2016-2020 FAMILY OF FIVE,Father + daughters,"Father in a cap and sunglasses holding the toddler daughter, who is working on an ice cream cone, with the older daughter posing arms-out beside them",Ice cream stop outside a storefront,Fatherhood; Everyday life; Humor,6,7,6,6,6,STRONG_CANDIDATE,"The toddler's ice-cream-smeared face and the older sister's theatrical pose carry the frame. Bright direct sun, faces partly shadowed by the cap."
P247,IMG_2597.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ibMr8o_Yo0lAWFyj49jfbwQ81nJDUs2b/view?usp=drivesdk,2021-10-31,HIGH,2020-2023 THE CHAOS YEARS,Couple,"Mother and father in a street selfie; he is wearing a white cap, aviators and a costume-style jacket with a false moustache look","Halloween, the parents in costume outside on the street",Holidays; Humor; Growing together,7,7,5,7,6,CANDIDATE,Both are clearly enjoying the bit; the costume is the joke and the parked cars and pavement place it mid trick-or-treat. Sharp and well exposed.
