unique_id,filename,drive_path,drive_url,estimated_date,date_confidence,era,family_grouping,people_visible,event,theme,technical_score,emotional_score,story_score,uniqueness_score,hero_score,candidate_status,notes
P028,808237900.776337.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1U-W_Q1_I0-2VznhtA71OZNNak3knGiiC/view?usp=drivesdk,2002-2005,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple on the same patterned sofa; he in a white vest and backwards cap laughing upward, she curled against his chest","Lounging together on the cabin sofa, both laughing at something off-camera",Young love; Vacations; Growing together,7,8,7,7,8,HERO_COUPLE,"The laughing companion frame to the kiss in S026 - she is folded into him with her hands clasped in his. Couple alone, well exposed."
P029,808238084.494587.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1WKaSVqz1b1XzilzUxkDfQm3nZI46P2jh/view?usp=drivesdk,2002-2006,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple sunbathing in garden loungers; he shirtless in a white NY Giants cap and blue floral shorts, she in a pale blue bikini top on a pink towel, holding hands","Sunbathing side by side on a back lawn, hands linked between the chairs",Young love; Everyday life; Growing together,7,7,6,6,7,STRONG_CANDIDATE,"Bright, sharp and warm, with their linked hands as the centre of the frame. Couple alone."
P033,808237429.683961.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1fPIzbduKjKtOI6XuNg9f2EmXohhUaozJ/view?usp=drivesdk,2002-2005,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple outdoors at dusk; he in a navy 'Pike 1868' t-shirt and a backwards Yankees cap, she in a grey hooded sweatshirt","Arm-in-arm portrait outdoors under trees, late afternoon light",Young love; Friendship,7,7,6,5,7,STRONG_CANDIDATE,"Warm backlit portrait of the couple alone, both beaming - technically one of the better prints here. The fraternity shirt is the useful dating clue: college era."
P034,808237873.452788.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1jIhNVy6kJ_O29vYEa69eBnaUcPKWsimF/view?usp=drivesdk,2002-2005,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple kissing on a patterned sofa; he in a white vest and navy backwards cap, she in a white t-shirt leaning into him",A quiet kiss on the sofa of a wood-panelled cabin or lake house,Young love; Growing together; Vacations,7,9,8,8,9,HERO_COUPLE,"The single most intimate frame in the batch: the two of them alone, mid-kiss, no audience, warm afternoon light through the curtain. Same weekend as S027, S028 and S029."
P036,808238064.551831.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1x-aee1UOntTt4NuCRnNdNhXiAt2c_523/view?usp=drivesdk,2002-2005,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple lying together on a single bed, she in a blue top with her head on his chest, both looking at the camera",In a dorm or student bedroom - the wall and floor are papered with beer and NFL posters (a Bud Light poster and a New York Giants poster are legible),Young love; Everyday life; Growing together,5,7,8,8,7,STRONG_CANDIDATE,The most unmistakably 'college' frame in the batch - a narrow dorm bed and a wall of beer posters. Print scanned at an angle with a strong colour cast.
P037,808237412.882948.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1x3IhlrEGfEsnsckrx7hi2L8tcGUDCylG/view?usp=drivesdk,2002-2005,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple on striped beach loungers; he in a bucket hat and blue floral swim shorts with a drink, she in a blue bikini","A day on a crowded resort beach, palms and beach umbrellas behind, storm clouds overhead",Vacations; Young love; Adventure,6,7,7,7,7,STRONG_CANDIDATE,"Their first holidays together as a couple - relaxed, drinks in hand, on matching loungers. Probably the same trip as S032, S034, S035 and S040."
P040,808238296.786277.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/186w3LtISIIz-4iF2R1g7bwpbZHZuCPod/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,She kisses his cheek indoors,Young love; Friendship,6,9,8,8,8,STRONG_CANDIDATE,She leans in to kiss his cheek while he grins at the camera. Tender and very young.
P041,808238879.361158.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/19NgNDN-JlwOZyjjLEr6OiDwlbOJtf04j/view?usp=drivesdk,2003-2007,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple standing outdoors by a pine tree; he in a pale blue dress shirt and dark trousers, she in a black halter dress with a beaded belt and necklace","Posed together outside before a formal event, his arms around her waist",Young love; Milestones; Growing together,7,7,7,6,7,STRONG_CANDIDATE,"A proper full-length couple portrait in natural light, both dressed up and clearly pleased with each other - probably taken before a wedding or dance they were attending. Sharper than most prints in this batch."
P042,808238145.141681.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1AfvYRWI2iTUJNYYkuv7Q-4Dm0Tv8nlx-/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,On a couch at a gathering,Young love; Friendship; Humor,5,8,7,7,6,STRONG_CANDIDATE,"Piled together laughing on a couch, drinks in hand. The college years exactly as they were."
P043,808239183.377415.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1EahjFdwF8BxpXzsvUC6W2XcVOkVgbqpG/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The mother in a white top and grey skirt and the father in a white tee,"Posed together in front of an ornate dark carved wooden door, indoors at a restaurant or home",Young love,5,7,7,6,7,STRONG_CANDIDATE,"COUPLE ALONE, dressed up early in the relationship - possibly a dinner or an event they went to together. Warm indoor cast, decent sharpness."
P044,808238032.933769.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1EvAXCYo5yk6G6PTGwuVPxnkNhccZElun/view?usp=drivesdk,2003-2006,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,The couple standing arm in arm in front of a yellow-sided house with a concrete stoop; a third person is cut off at the right edge,"Posed in front of a house - possibly their first place or a family home - he in an 'RLX' sweatshirt, she in a blue top and white zip jacket",Home; The life we built; Growing together,6,7,8,7,8,HERO_COUPLE,The couple alone in front of a house they clearly wanted photographed - the strongest 'home' candidate in these four sheets. I cannot confirm from the image whether it is their own first house.
P046,808237686.852614.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1G2qlDWEmNIhYU3Lz92Z0OsxCA4U9eW0_/view?usp=drivesdk,2003-2006,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple sitting together on a dark leather sofa, she in a black vest, he in a white t-shirt and blue shorts","An evening in at an apartment - acoustic guitar propped in the corner, stacked cases of drinks by the wall, TV remote in hand",Home; Everyday life; The life we built,6,6,8,6,7,STRONG_CANDIDATE,"One of the very few frames showing an actual home interior of their own - the empty walls and stacked cases say early, unfurnished first apartment. Good 'the life we built' opener."
P047,808238936.618748.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1LzXTdFq08J1r71pxf9P9t-2Y8gSWA7cx/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The father in a NY Yankees cap and white 'HOT DOG' t-shirt with the mother,"The two of them alone at a night-time party or bar, his arm around her",Young love; Friendship,3,8,8,7,8,HERO_COUPLE,"COUPLE ALONE, and one of the earliest frames of the two of them in the entire archive. Dark, noisy flash print, but the dating-years version of both faces is exactly what a 15th-anniversary film needs."
P050,808237717.457120.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1_oeVFDqCVOaPzkT_0DgJPEMWKN8IFyPi/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,"Harbor visit, tall ship behind",Young love; Adventure,6,8,8,8,7,STRONG_CANDIDATE,Arm in arm on a waterfront with a tall ship's rigging behind. Early dating years.
P056,808238048.807234.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1qi2Tg_MTmc8U57ISt5bugJ1ODqNzp47O/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,He lifts her off the ground indoors,Young love; Humor; Friendship,6,10,9,10,9,HERO_COUPLE,He has swept her off her feet mid-laugh in a student room. Unguarded and young - one of the best possible openings for Chapter 1.
P057,808239196.086460.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1v0iot5z2fYcXflQAJGJFR-lvfXrXi-yj/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The father in a white tank and the mother in a pale tank top,Sprawled together laughing in the back seat of a car,Young love; Humor; Everyday life,3,8,7,7,7,HERO_COUPLE,"COUPLE ALONE, completely unposed and laughing in a car back seat - very high emotional value. Faded, colour-shifted print with a blown-out flash."
P058,808238949.072203.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1zExYKV5E3eJvz8Yen1bJjUqiebONYF5P/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The father in a navy ball cap and white tank with the mother in red athletic shorts,"The two of them at a marina, posed in front of a large white sportfishing boat, palm trees and a canal behind",Young love; Adventure; Vacations,5,8,8,8,8,HERO_COUPLE,COUPLE ALONE on an early trip south; the scan is sideways but the print itself is sharp and well exposed. Their youngest faces of the whole batch.
P060,808239011.492808.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1RfrD_qtSdKR6jYi_xX2ccqPT32dyJUtc/view?usp=drivesdk,2004-2007,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,The father in a dark cap and swim trunks with the mother in a tank top,"Sitting together on a boat deck or sandbar with drinks, two yachts anchored in turquoise water behind them",Young love; Adventure; Vacations,7,8,7,8,8,HERO_COUPLE,"COUPLE ALONE in the Caribbean/Bahamas on an early trip; genuinely beautiful light and water colour, one of the technically best prints in the batch."
P061,808239217.875130.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1XdarfWl2OfThUQtebtRedUb-yAj14kCc/view?usp=drivesdk,2004-2007,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The mother wearing a 'Happy Birthday' tiara sitting on the father's lap,"Her birthday celebration on a deck at night, he in a striped dress shirt, she in a bright print tube top",Young love; Milestones; Everyday life,4,8,8,7,8,HERO_COUPLE,"COUPLE ALONE at one of her birthdays during the dating years - the tiara makes the occasion unambiguous. Night flash, heavy red cast on his face."
P065,808239170.205359.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/16rr3REwDdE6EA2g8x6N0ksYozJBinskR/view?usp=drivesdk,2005-2010,LOW,2006-2010 WEDDING / EARLY MARRIAGE,Couple,young couple,On a beach lounger,Vacations; Young love,6,8,7,7,7,STRONG_CANDIDATE,"Sharing a lounger on the sand, relaxed and sunburnt. Same trip as S072."
P067,808239135.948857.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1RSt5DsTKVO0gzCULwL9yH0SKhF15TTsO/view?usp=drivesdk,2005-2010,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Couple,young couple,"In the water in front of the Atlantis resort, Bahamas",Vacations; Adventure; Young love,7,8,8,8,8,STRONG_CANDIDATE,Standing in turquoise water with Atlantis behind. A strong candidate for the honeymoon or a major early trip - worth confirming which.
P068,808237988.770917.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1VvazTcRw8wRVTbSZbvz0an8HxPNWfkKf/view?usp=drivesdk,2005-2008,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,"Outside a pastel resort building, palms",Young love; Vacations; Adventure,7,8,7,7,7,STRONG_CANDIDATE,Embracing in swimwear outside a tropical resort. Early trip together.
P069,808239096.020118.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1v6faZJEw5G_t7o6X_5gslO7AyAAxBZJa/view?usp=drivesdk,2005-2009,LOW,2006-2010 WEDDING / EARLY MARRIAGE,Couple,young couple,Marina at sunset,Young love; Vacations; Adventure,7,8,7,7,8,STRONG_CANDIDATE,"Backlit by a marina sunset, arms out mid-laugh. Visually one of the prettiest early frames."
P070,808239495.070762.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/10QbSbfAA-QGRCVWg4ygX1axZ2Kt8bU25/view?usp=drivesdk,2007-2009,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Couple,The father in an academic gown and hood with the mother in a black dress,"His graduation - a banner above them reads 'CONGRATULATIONS, GRADUATES' beneath a large ornamental clock, with balloon arches in the background",Milestones; Young love; Growing together,5,9,10,9,9,HERO,"COUPLE ALONE at his graduation with the ceremony banner readable in frame - the single biggest documented milestone in this batch. Black-and-white print, scanned upside down, but sharp and beautifully composed."
P072,808239361.376166.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/12VCA-4n9FtuB8utcTc1zp6r0eqOFbSZb/view?usp=drivesdk,2007,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Other,No people - a wall covered in handwritten signatures,"A signed wall reading '409 TAYLOR' with dozens of names written on it, above a pool table or bar rail",Friendship; Milestones; Home,3,6,7,8,6,STRONG_CANDIDATE,"'409 TAYLOR' signed by everyone who lived there - a record of a specific college address and the friends in it. Scanned upside down, low contrast, but the text is legible enough to read on screen."
P073,808239442.755591.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/12YTbPK4gSIfY4xs1WpeG9wPYfE6Enx4K/view?usp=drivesdk,2007-2009,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Couple,"The father in a Titans #33 jersey and a long dreadlock wig, with the mother in a referee's striped shirt","Halloween costume party outside a brick bar, red cup in hand",Humor; Friendship; Young love,5,7,6,8,7,STRONG_CANDIDATE,"COUPLE ALONE in Halloween costumes; the burned-in stamp gives 10.27 but the year digits are unreadable at scan resolution. Funny, distinctive and well lit."
P074,808239420.679957.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/194gE9ZkQLzJvXWNgRpwQDFzYtJBINnIl/view?usp=drivesdk,2007-2009,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Couple,The father in a brown suit with a boutonniere and the mother in a pewter/silver beaded dress,"Standing on a brick sidewalk outside a wedding - he is wearing a groomsman's boutonniere, so this is someone else's wedding, not their own",Young love; Marriage; Friendship,5,7,7,6,7,STRONG_CANDIDATE,"COUPLE ALONE, formally dressed, at a wedding where he was in the wedding party - a natural 'before it was our turn' beat for the film. Slightly soft, good daylight."
P075,808239035.801425.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1FZXNBgUffaR14oc74kdOhfw1i8SDMJdp/view?usp=drivesdk,2007,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,The father in a Yankees pinstripe cap and jersey tee with the mother in a Yankees jersey,Cheek-to-cheek at a Yankees game or a Fourth of July ballgame party,Young love; Sports; Holidays,4,8,8,7,8,HERO_COUPLE,"COUPLE ALONE with a readable burned-in date stamp of 07.04.2007 - one of the few hard-dated anchors in this batch. Very close crop, sun-flushed faces, matching team gear."
P076,808239065.600323.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1K0dHviTpkHSENfuFzdF_Bt71dslpqgqU/view?usp=drivesdk,2007-05-11,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,young couple,"Outdoors beside a car, drink in hand",Young love; Friendship; Everyday life,6,8,8,7,7,STRONG_CANDIDATE,"Leaning together by a car, both laughing. Date stamp makes this one of the few precisely dated early photos."
P078,808239052.167260.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1YWxX5QnylFpmnpIg-KLyj91HGLc5Tyht/view?usp=drivesdk,2007,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,The mother in a patterned halter dress and the father in a white dress shirt and black tie,"Dressed up together in a bar decorated with a lit Christmas tree, under a Rolling Rock beer sign",Young love; Everyday life,3,7,7,6,7,STRONG_CANDIDATE,"COUPLE ALONE, hard-dated 08.05.2007 - note the lit Christmas tree in August, so this is a themed bar night, not a holiday. Severe orange/red flash cast on both faces."
P079,808239080.821293.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1cNoNqS3BqQpbWEFEpvur-P8dkQ69fM1h/view?usp=drivesdk,2007-05-19,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,young couple,"Poolside/deck, he kisses her",Young love; Vacations,6,9,8,8,8,STRONG_CANDIDATE,"A kiss on a sunlit deck, drink in her hand. Precisely dated May 2007 - eight days after S067, so likely the same trip."
P080,808239323.673235.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1hnLrRuUU8s2KY-LrF_ZD1_rV6famEXRN/view?usp=drivesdk,2007-2010,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Couple,The father in an olive polo and sunglasses with the mother in a pink top and sunglasses; a third person's hand and phone in the foreground,Posed together on the deck of a shore/beach house while someone else photographs them,Young love; Vacations,5,7,7,7,7,STRONG_CANDIDATE,"COUPLE ALONE at a beach house, with a period-accurate flip phone accidentally in frame - a strong incidental dating clue. Slight tilt and a foreground obstruction."
P081,808239347.782889.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1kBIrcfgSYXzwWHn1gbCXRewputQQtBCD/view?usp=drivesdk,2007,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,"The father in a red tee, sunglasses and a green 'GOT BEER?' novelty hat, with the mother in a green striped top and green beads","St. Patrick's Day, the two of them squeezed together indoors in green gear",Young love; Humor; Friendship,3,7,7,7,7,HERO_COUPLE,"COUPLE ALONE, hard-dated by a burned-in stamp reading 03.17.2007 - the single cleanest date/occasion match in the batch. Very heavy red flash cast."
P082,808239405.736296.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1ngA757x2Pp7_-UHzskHJ0NsOjvnLP9K1/view?usp=drivesdk,2007,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,"The father and mother on a couch, she in a black-and-white print dress","Curled up together on a couch in an apartment with a flag or blanket pinned to the wall, beers in hand",Young love; Home; Everyday life,3,7,7,6,7,STRONG_CANDIDATE,"COUPLE ALONE in what looks like an early shared or friend's apartment, hard-dated 05.27.2007 and part of the same weekend as S089. Blown flash and a cluttered background."
P083,808239391.839077.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1uvY0x3A5Rgz3orCw1MVGPWm-Qp-DRLv5/view?usp=drivesdk,2007,HIGH,2006-2010 WEDDING / EARLY MARRIAGE,Couple,"The mother in a black strapless dress and the father in a waistcoat, white shirt and tie","Dressed formally at an evening event - a wedding reception, gala or formal - both holding drinks",Young love; Milestones,5,8,7,6,8,HERO_COUPLE,"COUPLE ALONE and dressed up, hard-dated 05.25.2007 by the burned-in stamp. Their most glamorous frame from the dating years; slight flash hotspot on his shirt."
P087,808239588.153181.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1izv_znsOHxbxh7wZT3uA9pxzyZqX2yyz/view?usp=drivesdk,2008-2011,LOW,2006-2010 WEDDING / EARLY MARRIAGE,Couple,The father in a black suit and tie with the mother in a deep purple strapless gown,Seated together at a formal reception - other guests in suits visible behind,Young love; Marriage; Milestones,5,8,7,6,8,HERO_COUPLE,"COUPLE ALONE and the most flattering formal portrait of the two of them in the batch. It is a wedding reception, but the evidence does not tell me whose."
P089,808239481.006550.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/17YAGKRLcqNHZ7hVAHC7wPo4wZH68Ajz8/view?usp=drivesdk,2009-2012,MEDIUM,2010-2013 EARLY FAMILY,Couple,The mother in a black one-shoulder top and sunglasses with the father in a dark tee,"A day out on the Philadelphia waterfront - the blue Benjamin Franklin Bridge and a moored tour boat are behind them, with a Captain Morgan bar umbrella",Adventure; Young love; The life we built,6,7,7,7,7,STRONG_CANDIDATE,"COUPLE ALONE with an identifiable city landmark behind them, which makes it useful for grounding the film geographically. Good daylight exposure."
P091,808239458.301164.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1P19lhtBEK4fy6UCe3IT-1kVLfNFnYiKE/view?usp=drivesdk,2009-2012,LOW,2010-2013 EARLY FAMILY,Couple,"The father in a black bandana and tank top with the mother, sunglasses pushed up on her head","Close together on a boat or under a shelter on a hot day, both tanned and squinting",Young love; Adventure; Vacations,5,8,7,6,7,STRONG_CANDIDATE,"COUPLE ALONE, very warm and relaxed with each other - one of the better later-era couple frames. Slightly soft and overexposed at the edges."
