unique_id,filename,drive_path,drive_url,estimated_date,date_confidence,era,family_grouping,people_visible,event,theme,technical_score,emotional_score,story_score,uniqueness_score,hero_score,candidate_status,notes
P025,808237914.282403.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1Qq12LmjKIlw_QDdXkFLgm506G90JO-hg/view?usp=drivesdk,2002-2005,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple on the cabin sofa; he in a black beanie and white t-shirt, she in a pale blue sweatshirt, each holding a glass of red wine",Toasting with wine glasses in the cabin living room,Young love; Vacations; Milestones,6,8,8,8,8,HERO_COUPLE,"A wine toast, just the two of them, in a borrowed cabin - reads as one of their first trips away together. Print is slightly crooked with the curtain dominating the top third."
P322,IMG_0143.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1DBWEa1brhwJT15beUGd3GgFQ-nDz-84q/view?usp=drivesdk,2025-01-11,HIGH,2023-2026 TODAY,Father + daughters,"The father and the youngest daughter side by side, both sticking their tongues out and crossing their eyes for the camera, in a busy shop or ice-cream counter",Silly face-pulling selfie with a striped drink cup on the counter beside them,Humor; Fatherhood; Everyday life; Growing together,6,9,7,8,8,STRONG_CANDIDATE,"Father and daughter pulling identical goofy faces, tongues out — the mirroring is the whole point and it lands. Busy background, but the two of them dominate."
P058,808238949.072203.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1zExYKV5E3eJvz8Yen1bJjUqiebONYF5P/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The father in a navy ball cap and white tank with the mother in red athletic shorts,"The two of them at a marina, posed in front of a large white sportfishing boat, palm trees and a canal behind",Young love; Adventure; Vacations,5,8,8,8,8,HERO_COUPLE,COUPLE ALONE on an early trip south; the scan is sideways but the print itself is sharp and well exposed. Their youngest faces of the whole batch.
P109,IMG_1542.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1KgqbSUbWfoQ7NkxbCCKQjRJpJGqSJKVH/view?usp=drivesdk,2014-2019,LOW,UNKNOWN,Couple,"father in a team jersey and sunglasses and mother in a knit beanie, cheek to cheek in a selfie in a stadium","the two of them at a cold-weather football game - COUPLE ALONE, no children in frame",Young love; Adventure; Growing together; Sports,6,8,7,9,8,HERO_COUPLE,"COUPLE ALONE - one of the scarce frames of just the two of them, grinning in the cold at a game. Phone-selfie quality but genuine, unposed warmth."
P050,808237717.457120.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1_oeVFDqCVOaPzkT_0DgJPEMWKN8IFyPi/view?usp=drivesdk,2003-2006,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,"Harbor visit, tall ship behind",Young love; Adventure,6,8,8,8,7,STRONG_CANDIDATE,Arm in arm on a waterfront with a tall ship's rigging behind. Early dating years.
P060,808239011.492808.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1RfrD_qtSdKR6jYi_xX2ccqPT32dyJUtc/view?usp=drivesdk,2004-2007,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,The father in a dark cap and swim trunks with the mother in a tank top,"Sitting together on a boat deck or sandbar with drinks, two yachts anchored in turquoise water behind them",Young love; Adventure; Vacations,7,8,7,8,8,HERO_COUPLE,"COUPLE ALONE in the Caribbean/Bahamas on an early trip; genuinely beautiful light and water colour, one of the technically best prints in the batch."
P028,808237900.776337.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1U-W_Q1_I0-2VznhtA71OZNNak3knGiiC/view?usp=drivesdk,2002-2005,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple on the same patterned sofa; he in a white vest and backwards cap laughing upward, she curled against his chest","Lounging together on the cabin sofa, both laughing at something off-camera",Young love; Vacations; Growing together,7,8,7,7,8,HERO_COUPLE,"The laughing companion frame to the kiss in S026 - she is folded into him with her hands clasped in his. Couple alone, well exposed."
P061,808239217.875130.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1XdarfWl2OfThUQtebtRedUb-yAj14kCc/view?usp=drivesdk,2004-2007,MEDIUM,2003-2006 BEFORE WE WERE MARRIED,Couple,The mother wearing a 'Happy Birthday' tiara sitting on the father's lap,"Her birthday celebration on a deck at night, he in a striped dress shirt, she in a bright print tube top",Young love; Milestones; Everyday life,4,8,8,7,8,HERO_COUPLE,"COUPLE ALONE at one of her birthdays during the dating years - the tiara makes the occasion unambiguous. Night flash, heavy red cast on his face."
P069,808239096.020118.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1v6faZJEw5G_t7o6X_5gslO7AyAAxBZJa/view?usp=drivesdk,2005-2009,LOW,2006-2010 WEDDING / EARLY MARRIAGE,Couple,young couple,Marina at sunset,Young love; Vacations; Adventure,7,8,7,7,8,STRONG_CANDIDATE,"Backlit by a marina sunset, arms out mid-laugh. Visually one of the prettiest early frames."
P101,808239153.825111.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1g0f-SuUpgOgmEnNgsi0krH5yspgB3GCC/view?usp=drivesdk,2010-2013,MEDIUM,2010-2013 EARLY FAMILY,Couple,The mother in a grey tank and the father with a shaved head and aviator sunglasses,Arm's-length self-portrait in a resort courtyard with tiled roofs and palms behind,Vacations; Growing together; Young love,6,8,7,7,8,HERO_COUPLE,"COUPLE ALONE, both genuinely laughing into the lens - the most spontaneous couple frame on sheet 4. Good light, slightly soft."
P236,IMG_1260.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1-oL5x6od4Rhfaka32iWvF_s9xlEE0gfU/view?usp=drivesdk,2021,MEDIUM,2020-2023 THE CHAOS YEARS,Extended family,"An older woman in a black hat at left, a small daughter in a pink mask, an older daughter in a hooded coat, the father taking the selfie in a striped mask, and the mother in a green mask and white beanie","Family outing to the Rockefeller Center Christmas tree in New York, everyone in winter coats and face masks",Holidays; Adventure; Growing together; Chaos,6,7,8,8,7,STRONG_CANDIDATE,"The lit Rockefeller tree fills the background while five masked faces crowd the lens. An older woman, most likely a grandmother, is with them; the youngest daughter is not in this frame."
P068,808237988.770917.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1VvazTcRw8wRVTbSZbvz0an8HxPNWfkKf/view?usp=drivesdk,2005-2008,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,young couple,"Outside a pastel resort building, palms",Young love; Vacations; Adventure,7,8,7,7,7,STRONG_CANDIDATE,Embracing in swimwear outside a tropical resort. Early trip together.
P065,808239170.205359.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/16rr3REwDdE6EA2g8x6N0ksYozJBinskR/view?usp=drivesdk,2005-2010,LOW,2006-2010 WEDDING / EARLY MARRIAGE,Couple,young couple,On a beach lounger,Vacations; Young love,6,8,7,7,7,STRONG_CANDIDATE,"Sharing a lounger on the sand, relaxed and sunburnt. Same trip as S072."
P348,IMG_9313.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1rMiWkFO_94_OMAktTe_YVgUmI2Y90N-v/view?usp=drivesdk,2025-07-05,HIGH,2023-2026 TODAY,Sisters,"All three daughters standing barefoot on a lawn by the lake, each holding a large red heart-shaped award plaque; the oldest wears a novelty headband, and a boy is partly cut off at the left edge","Awards night at a lake camp or club; each girl holds the plaque she was given, one reading 'Best Sportsmanship'",Milestones; Sisterhood; Vacations; Friendship,6,7,8,7,7,STRONG_CANDIDATE,All three girls holding hand-painted awards with their names on them at the lake; the specificity of the plaques makes this a real milestone frame rather than a generic group pose.
P023,808238004.532133.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1BG4XsVYsjNdLfWJxoBNvyy2IMm0OpNn_/view?usp=drivesdk,2002-2005,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple lying together on the settee inside a boat's cabin; she in a blue t-shirt, he beneath her grinning, striped cushions around them","Below decks on a motor boat - varnished wood table, galley sink and fridge visible, a drinks can on the counter",Vacations; Adventure; Young love,6,7,7,8,7,STRONG_CANDIDATE,Distinctive setting - a boat cabin - with the couple alone and clearly enjoying themselves. Rare location in this collection.
P145,IMG_0765.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ooD1fx2szJwIaOA_OqwgQsUw39o6--VZ/view?usp=drivesdk,2018-05-26,HIGH,2016-2020 FAMILY OF FIVE,Father + daughters,"Father lying back in shallow pool water lifting the toddler daughter overhead; two other figures, one appearing to be the older daughter, are in the water behind them",Play in a shallow pool - the father launching the toddler into the air,Fatherhood; Vacations; Adventure; Humor,6,8,6,8,7,STRONG_CANDIDATE,Unusual overhead-into-water composition; the child is mid-air with legs kicking. The background figures are too small to identify with certainty.
P226,IMG_2183.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Fk7CN0r6X-aZ3KIrPfuPK1xx5OpDhm-V/view?usp=drivesdk,2020-08-17,HIGH,2020-2023 THE CHAOS YEARS,Mother + daughters,Mother in a blue patterned swimsuit standing in the surf with two young daughters pressed against her legs,Standing in the shallow surf together at the ocean,Motherhood; Vacations; Family growth,7,8,7,6,7,STRONG_CANDIDATE,"The girls cling to her hips with their backs half-turned while she smiles down the lens; low camera angle makes her the anchor of the frame. Physical affection, not a pose."
P245,IMG_0911.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1mBHRhmtF22ZePMfqKb2Cb5Fr9MgucCdi/view?usp=drivesdk,2021-08-16,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Mother, father holding the youngest daughter in a sun hat, and two older daughters in swimsuits in front, at the ocean","Family beach portrait, all five together",Family of five; Vacations; Family growth,7,7,8,6,7,STRONG_CANDIDATE,"The counterpart to the pregnant beach frame a year earlier — same shoreline setup, now with the third daughter on the father's arm. Reads as a deliberate annual marker."
P037,808237412.882948.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1x3IhlrEGfEsnsckrx7hi2L8tcGUDCylG/view?usp=drivesdk,2002-2005,LOW,2003-2006 BEFORE WE WERE MARRIED,Couple,"The couple on striped beach loungers; he in a bucket hat and blue floral swim shorts with a drink, she in a blue bikini","A day on a crowded resort beach, palms and beach umbrellas behind, storm clouds overhead",Vacations; Young love; Adventure,6,7,7,7,7,STRONG_CANDIDATE,"Their first holidays together as a couple - relaxed, drinks in hand, on matching loungers. Probably the same trip as S032, S034, S035 and S040."
P089,808239481.006550.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/17YAGKRLcqNHZ7hVAHC7wPo4wZH68Ajz8/view?usp=drivesdk,2009-2012,MEDIUM,2010-2013 EARLY FAMILY,Couple,The mother in a black one-shoulder top and sunglasses with the father in a dark tee,"A day out on the Philadelphia waterfront - the blue Benjamin Franklin Bridge and a moored tour boat are behind them, with a Captain Morgan bar umbrella",Adventure; Young love; The life we built,6,7,7,7,7,STRONG_CANDIDATE,"COUPLE ALONE with an identifiable city landmark behind them, which makes it useful for grounding the film geographically. Good daylight exposure."
P091,808239458.301164.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1P19lhtBEK4fy6UCe3IT-1kVLfNFnYiKE/view?usp=drivesdk,2009-2012,LOW,2010-2013 EARLY FAMILY,Couple,"The father in a black bandana and tank top with the mother, sunglasses pushed up on her head","Close together on a boat or under a shelter on a hot day, both tanned and squinting",Young love; Adventure; Vacations,5,8,7,6,7,STRONG_CANDIDATE,"COUPLE ALONE, very warm and relaxed with each other - one of the better later-era couple frames. Slightly soft and overexposed at the edges."
P134,IMG_0178.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1GUxsb2K3wiWMSYB0zMOwr9oy9nZL8YpJ/view?usp=drivesdk,2017-10-08,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"father, mother, two daughters",Fall outing / pumpkin patch,Holidays; Vacations; Family of four,8,7,7,6,7,CANDIDATE,"Hay bales, autumn. Clean seasonal marker."
P316,IMG_7265.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/179Ey9FpTMLCtNF_zM2K2AAvn6TCXZEzX/view?usp=drivesdk,2024-12-08,HIGH,2023-2026 TODAY,Other,"The mother in a Santa hat and a young daughter in white dragging a cut fir tree toward camera, the father at right holding the saw aloft, and one more person behind them",Cutting down a Christmas tree at a tree farm and hauling it out of the rows,Holidays; Adventure; Everyday life; Humor,6,7,7,7,7,STRONG_CANDIDATE,"Mid-action frame: the tree is down and being dragged, the father is brandishing the saw like a trophy. A fourth figure behind the tree is too obscured to identify."
P080,808239323.673235.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1hnLrRuUU8s2KY-LrF_ZD1_rV6famEXRN/view?usp=drivesdk,2007-2010,MEDIUM,2006-2010 WEDDING / EARLY MARRIAGE,Couple,The father in an olive polo and sunglasses with the mother in a pink top and sunglasses; a third person's hand and phone in the foreground,Posed together on the deck of a shore/beach house while someone else photographs them,Young love; Vacations,5,7,7,7,7,STRONG_CANDIDATE,"COUPLE ALONE at a beach house, with a period-accurate flip phone accidentally in frame - a strong incidental dating clue. Slight tilt and a foreground obstruction."
P294,IMG_0122.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1d_eXBkYWzUh6RlIKV8mYSf3ZjoMvev13/view?usp=drivesdk,2023-07-31,HIGH,2023-2026 TODAY,Couple,"The father in a pink shirt and white trousers and the mother in a long white dress with a gold kimono, standing together on a resort path",Dressed-up couple portrait before a resort dinner,Vacations; Marriage; Growing together; The life we built,8,7,6,6,8,HERO_COUPLE,"Full-length, well-lit portrait of the two of them dressed for an evening out, palms and colonial architecture behind. The strongest 'still a couple' frame in this batch."
P345,IMG_9275.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1GgNvDA2RpIQMcRnpihTeAX6IGLNNRAvV/view?usp=drivesdk,2025-07-04,HIGH,2023-2026 TODAY,Father + daughters,"The father, shirtless in a ball cap, standing on a lake dock with all three daughters in red-white-and-blue swimsuits clustered around him","Fourth of July at the lake, posing on the dock before swimming",Fatherhood; Vacations; Holidays; Family of five,7,7,7,6,7,STRONG_CANDIDATE,"Dad on the dock with all three girls in patriotic suits, the youngest tucked in front of him; open water and hills behind make a clean, warm frame."
P212,IMG_1959.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Q7r_gbAuW00Rum7hOHxhVzAPs_huzQQ6/view?usp=drivesdk,2020-05-31,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,Father walking hand-in-hand with a young daughter toward the water; a second child crouched on the shore behind them,Walking down to the edge of a lake,Fatherhood; Adventure; Everyday life,7,7,6,7,7,STRONG_CANDIDATE,"Backs to the camera, the held hand at the center of the frame, wide empty lake and treeline beyond. Reads as a classic parent-and-child silhouette without being posed."
P409,IMG_7776.jpg,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/162M4jvrQMANR1fRL6-w12hqvynQofSU-/view?usp=drivesdk,2026-08-09,HIGH,2023-2026 TODAY,Family of five,"Mother in a purple tank with an iced drink, father in a white polo and cap taking the selfie, and all three daughters",Family selfie at a professional golf tournament beside the water on a bright day,Family of five; Vacations; Sports; The life we built,7,7,7,5,7,STRONG_CANDIDATE,"All five faces crowded into one arm's-length frame, everyone genuinely laughing, tournament flags and a pond behind. The middle daughter's braces date it precisely."
P292,IMG_3653.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Jc6DnaeL3_V-fFD4HiRtf0w7lv_8l67M/view?usp=drivesdk,2023-07-30,HIGH,2023-2026 TODAY,Individual parent,"The mother alone, seated on the gunwale of a boat with her hair blown back, holding a straw hat in her lap and looking out to sea","Quiet moment on the boat, looking out at the water",Vacations; Growing older; Everyday life,8,7,5,7,7,STRONG_CANDIDATE,"Rare solo portrait of the mother — turned away from the camera toward the horizon, wind in her hair, clean sky and sea behind. Reads as a breath in the middle of the trip."
P099,808239656.282073.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1Shih7poQH_TqSOFizvpDRJrpubJ8iFsX/view?usp=drivesdk,2010-2013,LOW,2010-2013 EARLY FAMILY,Couple,"The mother and the father in sunglasses, at the edge of a resort pool","Leaning on the pool edge together in the late afternoon, towels spread on the deck",Vacations; Young love; Growing together,6,7,6,6,7,STRONG_CANDIDATE,"COUPLE ALONE at the pool on the same holiday as S102 (stamps 28 and 29 on consecutive days). Nicely lit late-afternoon colour, no year in the stamp."
