unique_id,filename,drive_path,drive_url,estimated_date,date_confidence,era,family_grouping,people_visible,event,theme,technical_score,emotional_score,story_score,uniqueness_score,hero_score,candidate_status,notes
P120,IMG_1884.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/186efZHr3lPxbMLhQxOYe4Jco7-Lo_IWF/view?usp=drivesdk,2016-08-06,HIGH,2016-2020 FAMILY OF FIVE,Family of three,"father, mother, young daughter",Formal event at home before going out,Humor; Chaos; Everyday life,5,7,9,9,6,STRONG_CANDIDATE,"Parents dressed formally, small daughter photobombing at knee height. Funny and true - a strong Chapter 5 candidate."
P229,IMG_0023.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1IHgMVO6Z2FdgCQ-uRUQ_srN9WC6cWaCh/view?usp=drivesdk,2020-09-06,HIGH,2020-2023 THE CHAOS YEARS,Family of four,"Masked mother with a small daughter and masked father with another daughter, seated on the front steps of a house with an infant car-seat carrier between them","Parents and daughters on the front steps with a newborn carrier, everyone in masks",Becoming parents; Family growth; Home; Milestones,5,7,9,8,7,STRONG_CANDIDATE,"Two weeks after the visible pregnancy, a car-seat carrier sits on the steps between the parents; the baby's face is not visible in the frame. The masks date it precisely to the pandemic hospital era."
P246,IMG_0988.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/19L_jK8pMv4Uc3j0ug2XNvr6HHdwCbv3d/view?usp=drivesdk,2021-08-29,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Mother in a dark dress holding the infant in a white gown, father in a blue suit, and two daughters seated between them in front of a large flower arrangement","A formal indoor occasion with the baby in a white gown and ceremonial flowers, consistent with a christening or similar rite",Milestones; Family of five; Family growth,7,7,8,7,7,STRONG_CANDIDATE,Everyone dressed formally and seated on steps with a sunflower arrangement behind; the white infant gown is the tell. I cannot confirm the specific ceremony from the frame.
P133,IMG_0143.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1vzbBnLXstguvvStL8nks8Uco0_6xeoNw/view?usp=drivesdk,2017-09-10,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"father, mother, two daughters",Game day selfie,Sports; Family of four; Everyday life,6,8,7,7,7,CANDIDATE,"All four in team jerseys, arms-length selfie. Warm and characteristic."
P127,IMG_0021.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1aWFCvUjTotbx8rdt9lpHseUDe7NhuYeE/view?usp=drivesdk,2016-12-24,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"father, mother, two daughters",Christmas,Holidays; Family of four,7,8,7,6,7,CANDIDATE,Black and white by the tree. First family-of-four Christmas.
P130,IMG_0117.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Ph7MfGB3uYUQER7c_6Wblu4YOo11di_p/view?usp=drivesdk,2017-07-16,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"father, mother, two daughters",Out walking with double stroller,Everyday life; Parenthood; Chaos,7,7,8,7,6,CANDIDATE,"Double stroller, coffee in hand. The logistics era, honestly shown."
P168,IMG_1236.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1CDJJ6E5hGlvRLlSlA8c7xXvCzFhxy9it/view?usp=drivesdk,2019,MEDIUM,2016-2020 FAMILY OF FIVE,Family of four,"Mother, father in a flat cap, and two young daughters in matching pyjamas at a party table; a shop worker in a red apron and other guests behind","Birthday party at a doughnut shop, one daughter balancing a doughnut on her head while the other reaches for the whipped cream",Holidays; Milestones; Humor; Family of four,5,8,7,7,7,STRONG_CANDIDATE,"A doughnut is balanced on one daughter's head and her mouth is wide open with glee while the other reaches into the cream. Balloon tablecloth, doughnut cake stacks, both parents laughing behind them."
P241,IMG_0664.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1NIGKkPqNo86bVGiyewRWT6_Uw2Pstc5x/view?usp=drivesdk,2021,MEDIUM,2020-2023 THE CHAOS YEARS,Family of five,"Mother in a pink striped dress holding the baby in a white sun hat, two older daughters in front of them (one in a pink tutu holding flowers, one in a grey dress and a party hat), father in a coral polo and sunglasses","The whole family posed on a walkway outside a building signed 'Beaver Brook Day Spa', dressed for a celebration",Family of five; Milestones; The life we built,7,7,8,6,7,STRONG_CANDIDATE,"One of the earliest complete five-person frames in this batch, with the youngest still an infant on her mother's hip. The tutu, party hat and bouquet suggest a recital or birthday outing."
P245,IMG_0911.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1mBHRhmtF22ZePMfqKb2Cb5Fr9MgucCdi/view?usp=drivesdk,2021-08-16,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Mother, father holding the youngest daughter in a sun hat, and two older daughters in swimsuits in front, at the ocean","Family beach portrait, all five together",Family of five; Vacations; Family growth,7,7,8,6,7,STRONG_CANDIDATE,"The counterpart to the pregnant beach frame a year earlier — same shoreline setup, now with the third daughter on the father's arm. Reads as a deliberate annual marker."
P356,IMG_4965.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1BMypF81g0Ur4cRQj8zSGXufaQDf05Y5h/view?usp=drivesdk,2025-09-04,HIGH,2023-2026 TODAY,Family of five,"The whole family seated along a table under a gold number-5 balloon and HAPPY B-DAY letters: mother, father and the three daughters, with a small cake in front of the birthday girl",The youngest daughter's fifth birthday at home,Milestones; Family of five; Holidays; Home; Parenthood,6,7,8,6,7,STRONG_CANDIDATE,"Dated birthday marker for the youngest — the gold '5' pins her age, which anchors the family timeline. Everyone in one frame at the same table."
P134,IMG_0178.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1GUxsb2K3wiWMSYB0zMOwr9oy9nZL8YpJ/view?usp=drivesdk,2017-10-08,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"father, mother, two daughters",Fall outing / pumpkin patch,Holidays; Vacations; Family of four,8,7,7,6,7,CANDIDATE,"Hay bales, autumn. Clean seasonal marker."
P363,IMG_5783.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1hAdk4xTOZhTkx9JpzpLGrQrRwkjq3pol/view?usp=drivesdk,2025-10-31,HIGH,2023-2026 TODAY,Family of five,"The whole family in Halloween costumes indoors: the father in a football uniform with face paint, the mother in a patterned outfit with a red headband, and the three daughters costumed, the youngest wearing a sash and carrying a trick-or-treat bag","Halloween night, posed in costume before trick-or-treating",Holidays; Family of five; Humor; Home,6,7,7,7,7,STRONG_CANDIDATE,"All five in costume in one hallway frame, dad committed all the way to face paint; the annual Halloween lineup with everyone still willing to participate."
P137,IMG_0254.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/11II0SpG2qCyzTnUf9VXfdwQdHRM-4pfH/view?usp=drivesdk,2017-10-28,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"Mother and father crouched behind their two daughters; the baby sits in a high chair draped in pink tulle, the older girl in a pink jacket leans in","Backyard first-birthday party for the younger daughter, high chair decorated with tulle and a crown banner",Family of four; Parenthood; Milestones; Family growth,5,7,8,6,6,STRONG_CANDIDATE,"The decorated high chair and the date (a week before the younger daughter's November birthday) make this read as her first-birthday party. Harsh backlight and a tilted angle, but all four are together and engaged."
P153,IMG_1214.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1meFchLlQWteUVmI4NFfQ_CHQiKsHX0sa/view?usp=drivesdk,2018,MEDIUM,2016-2020 FAMILY OF FIVE,Family of three,"Mother in a grey knit beanie, a toddler in a pink bear-ear hat between them, and father in a hooded sweatshirt and cap taking the selfie","Autumn walk outdoors, parents grinning over their shoulders with the bundled toddler between them",Parenthood; Everyday life; Growing together,6,8,6,6,7,STRONG_CANDIDATE,Both parents caught mid-laugh with the toddler deadpan between them and full autumn colour behind. Only the youngest child in frame; the others are not in the picture.
P182,IMG_1025.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ikyxRk3fgWvsSHXRrcWLhmM0pULmiGs8/view?usp=drivesdk,2019-08-10,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"Father in a light blue suit, mother in a navy striped dress, and both daughters in white tulle flower-girl dresses on a green lawn",A wedding at which both daughters served as flower girls,Marriage; Family of four; Milestones; Holidays,8,6,7,6,7,STRONG_CANDIDATE,"Technically the cleanest frame in the batch - even shade, sharp, well composed. Formal and posed, but the flower-girl dresses mark a specific family occasion."
P409,IMG_7776.jpg,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/162M4jvrQMANR1fRL6-w12hqvynQofSU-/view?usp=drivesdk,2026-08-09,HIGH,2023-2026 TODAY,Family of five,"Mother in a purple tank with an iced drink, father in a white polo and cap taking the selfie, and all three daughters",Family selfie at a professional golf tournament beside the water on a bright day,Family of five; Vacations; Sports; The life we built,7,7,7,5,7,STRONG_CANDIDATE,"All five faces crowded into one arm's-length frame, everyone genuinely laughing, tournament flags and a pond behind. The middle daughter's braces date it precisely."
P122,IMG_2116.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1crrL50hVlmx5hLtUu_a1MpQ_uWF9lWVg/view?usp=drivesdk,2016-10-30,HIGH,2016-2020 FAMILY OF FIVE,Family of three,"father, mother, young daughter",Birthday with cake,Milestones; Holidays,6,7,7,6,6,CANDIDATE,"Pink cake, daughter in costume-like dress. Mother appears pregnant - likely marks the run-up to daughter two."
P156,IMG_1389.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1qvnwAY4B-cEPuZMUH2Sm7oG_yonk9siB/view?usp=drivesdk,2018,MEDIUM,2016-2020 FAMILY OF FIVE,Family of four,"mother holding a toddler girl, father holding an older girl, in front of a decorated Christmas tree","Christmas portrait in front of the tree, parents each holding a daughter",Holidays; Parenthood; Family growth; Home,6,7,7,5,7,STRONG_CANDIDATE,"Classic tree-side four-person portrait, father in a red sweater, both girls carried. Slightly warm indoor light but everyone is looking at the camera and smiling."
P248,IMG_2606.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1-JfQS5hkkgtWS8WAXWG6KQ4HhCRtvfJj/view?usp=drivesdk,2021-10-31,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Father holding the youngest daughter, mother beside him, and two daughters in cheerleader costumes, in front of a house and minivan; the adults in matching team outfits",Halloween in coordinated sports-team costumes before trick-or-treating,Holidays; Humor; Family of five,6,7,7,6,6,CANDIDATE,"A whole-family themed costume in the driveway, plastic pumpkin buckets already in hand. Snapshot lighting but the group coordination is the point."
P275,IMG_4608.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1aOfx5-q6CVDbdqMX0UUfW2-iy7sjAUcb/view?usp=drivesdk,2022-10-29,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Mother and father behind a table with three daughters; the father cradles a light-coloured bundle, and two girls sit in front with a lit birthday cake",A birthday celebration at home with a candle-lit cake and a light-up decoration,Milestones; Home; Family of five; Holidays,5,7,7,6,6,CANDIDATE,"Dim room lit mostly by the cake candle and a blue glow, so the exposure is muddy. The bundle in the father's arms is not clearly identifiable in this frame."
P180,IMG_1992.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Z9OxThF4OG9P9s63fySj9VOd9-p5Kg5F/view?usp=drivesdk,2019-07-27,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"Father carrying the younger daughter on his hip and mother with her arms around the older daughter, all four pressed together on a beach",Day at a lakefront beach with a lifeguard chair and buildings behind,Family of four; Vacations; Adventure,7,7,6,5,7,STRONG_CANDIDATE,"Best-lit group frame of the batch: all four faces clear, everyone physically connected. Same day as the distant beach shot with the skyline."
P304,IMG_0296.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ekqAEdWmc25ZuMQOEDF82zP_FWLCYu0I/view?usp=drivesdk,2023-08-03,HIGH,2023-2026 TODAY,Family of five,"The father, mother and three daughters standing in a row at the water's edge, small in a wide frame of sea and pastel cloud",Wide family-of-five portrait standing in the shallows at sunset,Vacations; Family of five; The life we built,8,6,6,6,7,STRONG_CANDIDATE,The five of them small against a big soft sky and turquoise water — the most cinematic of the several family beach frames from this evening.
P108,IMG_0050.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1PzfxVfthDi8Em9tOYEW6jG8QK8tbT1io/view?usp=drivesdk,2014-05-10,HIGH,2013-2016 FAMILY GROWING,Family of three,"father, mother, infant daughter",Dressed-up occasion (christening/wedding guest),Family growth; Milestones,8,7,6,5,6,CANDIDATE,"Formal, posed, infant in white. Clean but conventional."
P380,IMG_1129.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1s9dcNZZxETDAk02L06KQwX5Me6xN_AE3/view?usp=drivesdk,2026-04-05,HIGH,2023-2026 TODAY,Family of five,"The father, mother and all three daughters posed outdoors in pastel spring clothes on a lawn with bare trees behind them",Easter Sunday family portrait outdoors,Holidays; Family of five; The life we built; Milestones,8,6,7,4,7,STRONG_CANDIDATE,"The most technically clean all-five portrait in this batch — even light, everyone looking, the girls stepped by height. Posed rather than felt, but valuable as the current family-of-five reference frame."
P118,IMG_1476.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1KX5Z5cilHCtl9wRw3Yz_wh4Q7b5faLdG/view?usp=drivesdk,2016-03-27,HIGH,2016-2020 FAMILY OF FIVE,Family of three,"father, mother, young daughter","Easter (basket, egg)",Holidays; Family of three,7,7,6,5,6,CANDIDATE,"Outdoors, woods behind, daughter holding Easter basket."
P138,IMG_0322.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1z0BJ9_w-LyQJk99oUQx4wMNd8kMSSwI-/view?usp=drivesdk,2017-11-23,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"Mother and father each hoisting a daughter up in the air, all four in a dining room with a dark antique mirror behind them",Thanksgiving gathering at a relative's house; the parents lift both girls off the floor for the photo,Holidays; Family of four; Parenthood; Humor,5,7,6,6,6,STRONG_CANDIDATE,"The two lifted girls, feet dangling, give the frame real energy compared to a lined-up holiday portrait. Indoor light is dim and slightly yellow."
P201,IMG_1723.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1CU3c-jpqjaIqbZ7kIxhMu97GC3yW_E1a/view?usp=drivesdk,2020-02-28,HIGH,2020-2023 THE CHAOS YEARS,Family of four,"Mother taking a selfie beside the shirtless father, who is holding one daughter wrapped in a striped towel; the second daughter is beside them in a resort building","Post-swim at an indoor waterpark or resort, one girl bundled in a towel",Family of four; Vacations; Parenthood,5,7,6,6,6,CANDIDATE,Timbered ceiling and pool equipment behind them read as a waterpark lodge; the day after the pool swim. Arm's-length framing crops one daughter to the edge.
P352,IMG_2326.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1fdHitvG83Z0LG4Srf3tJ_4c65XbJtiuH/view?usp=drivesdk,2025-07-13,HIGH,2023-2026 TODAY,Family of three,"The mother, one daughter in a NXT lacrosse pinnie holding her stick, and the father, standing in front of a lacrosse goal on a grass field",Both parents posing with their daughter in front of the goal after a tournament game,Sports; Parenthood; Milestones; Growing together,7,6,7,5,6,CANDIDATE,Both parents came to the tournament and framed her in the goal — a clean picture of the sideline-parent era of this family.
P114,IMG_0109.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1EbfdkB_si9Enh449Kzd4A0TDdVJKkHnB/view?usp=drivesdk,2015-07-29,HIGH,2013-2016 FAMILY GROWING,Family of three,"father, mother, toddler daughter",Outdoor/tropical setting,Vacations; Family of three,7,6,6,6,6,CANDIDATE,"Greenery background, summer clothes, possible trip."
P253,IMG_0384.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ho7hG80Bky04pdr7OandNAkqCvDIsEw_/view?usp=drivesdk,2022-06-02,HIGH,2020-2023 THE CHAOS YEARS,Family of five,"Mother, father and three daughters posed on a stage in front of a blue curtain, the girls in matching floral dresses",Family photo on stage after a school or dance performance,School; Milestones; Family of five,6,6,7,5,6,CANDIDATE,Stage risers and a curtain place it at a recital rather than a studio; the parents' outfits echo the girls'. Flat stage lighting.
